repository,path,role,audience,subject,owner,authority_target,review_state,disposition
agon-extender,docs/tasks/DEMO-001.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/DEMO-001/evidence/README.md,task evidence/research,human and agent,docs/tasks/DEMO-001/evidence,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/DIAG-001.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/HW-001.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/HW-001/electrical-model/README.md,task evidence/research,human and agent,docs/tasks/HW-001/electrical-model,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/HW-001/v1-draft-schematic/README.md,task evidence/research,human and agent,docs/tasks/HW-001/v1-draft-schematic,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/HW-001/v1-uart-parallel-circuit-proposal.md,task evidence/research,human and agent,docs/tasks/HW-001,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/HW-002.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,partial,B14: current integration/applicability claims checked; remaining historical detail not fully revalidated
agon-extender,docs/tasks/HW-002/pinwalk/LICENSE,task evidence/research,human and agent,docs/tasks/HW-002/pinwalk,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/HW-002/pinwalk/README.md,task evidence/research,human and agent,docs/tasks/HW-002/pinwalk,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/HW-003.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/HW-003/assessment.md,task evidence/research,human and agent,docs/tasks/HW-003,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/LINK-001.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/MODE-001.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/MODE-002.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/MOS-001.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/NET-001.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/NET-002.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/NET-002/CLAIMS.md,task evidence/research,human and agent,docs/tasks/NET-002,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/NET-002/REVIEW.md,task evidence/research,human and agent,docs/tasks/NET-002,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/NET-002/discord-software-2026-09-23-transcript.md,task evidence/research,human and agent,docs/tasks/NET-002,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/P4PC-001.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/P4PC-001/PURCHASING.md,task evidence/research,human and agent,docs/tasks/P4PC-001,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/P4PC-001/README.md,task evidence/research,human and agent,docs/tasks/P4PC-001,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PLAN-001.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/PLAN-001/QUEUE-REVIEW.md,task evidence/research,human and agent,docs/tasks/PLAN-001,agon-extender,owning task/index; dated evidence,partial,scoped claims/navigation inspected; remaining body not accepted
agon-extender,docs/tasks/PORT-001.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/PORT-001/proof-vdu-22.md,task evidence/research,human and agent,docs/tasks/PORT-001,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-001/schema/PROPOSAL.md,task evidence/research,human and agent,docs/tasks/PORT-001/schema,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-002.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/PORT-002/PROPOSAL.md,task evidence/research,human and agent,docs/tasks/PORT-002,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/PORT-003/PROPOSAL.md,task evidence/research,human and agent,docs/tasks/PORT-003,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/README.md,task evidence/research,human and agent,docs/tasks/PORT-003,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/command-consumption/PLAN.md,task evidence/research,human and agent,docs/tasks/PORT-003/command-consumption,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/command-consumption/README.md,task evidence/research,human and agent,docs/tasks/PORT-003/command-consumption,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/command-consumption/printer.md,task evidence/research,human and agent,docs/tasks/PORT-003/command-consumption,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/command-consumption/updater.md,task evidence/research,human and agent,docs/tasks/PORT-003/command-consumption,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/concurrency/README.md,task evidence/research,human and agent,docs/tasks/PORT-003/concurrency,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/display-behavior.md,task evidence/research,human and agent,docs/tasks/PORT-003,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/generated/controller-contract-slice.md,task evidence/research,human and agent,docs/tasks/PORT-003/generated,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/generated/display-evidence.md,task evidence/research,human and agent,docs/tasks/PORT-003/generated,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/generated/display-mode-slice.md,task evidence/research,human and agent,docs/tasks/PORT-003/generated,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/key-query/PLAN.md,task evidence/research,human and agent,docs/tasks/PORT-003/key-query,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/key-query/RESULTS.md,task evidence/research,human and agent,docs/tasks/PORT-003/key-query,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/phase-a/README.md,task evidence/research,human and agent,docs/tasks/PORT-003/phase-a,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/phase-a/compatibility-delta.md,task evidence/research,human and agent,docs/tasks/PORT-003/phase-a,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/phase-b/README.md,task evidence/research,human and agent,docs/tasks/PORT-003/phase-b,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/phase-b/compatibility-delta.md,task evidence/research,human and agent,docs/tasks/PORT-003/phase-b,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/phase-b/contracts.md,task evidence/research,human and agent,docs/tasks/PORT-003/phase-b,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/phase-b/tests/compat/README.md,task evidence/research,human and agent,docs/tasks/PORT-003/phase-b/tests/compat,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/phase-c/README.md,task evidence/research,human and agent,docs/tasks/PORT-003/phase-c,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/phase-c/compatibility-delta.md,task evidence/research,human and agent,docs/tasks/PORT-003/phase-c,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/phase-c/contracts.md,task evidence/research,human and agent,docs/tasks/PORT-003/phase-c,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/phase-d/README.md,task evidence/research,human and agent,docs/tasks/PORT-003/phase-d,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/phase-d/compatibility-delta.md,task evidence/research,human and agent,docs/tasks/PORT-003/phase-d,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/phase-d/contracts.md,task evidence/research,human and agent,docs/tasks/PORT-003/phase-d,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/phase-e/README.md,task evidence/research,human and agent,docs/tasks/PORT-003/phase-e,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/phase-e/compatibility-delta.md,task evidence/research,human and agent,docs/tasks/PORT-003/phase-e,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/phase-e/contracts.md,task evidence/research,human and agent,docs/tasks/PORT-003/phase-e,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/phase-f/README.md,task evidence/research,human and agent,docs/tasks/PORT-003/phase-f,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/phase-f/boot-closure.md,task evidence/research,human and agent,docs/tasks/PORT-003/phase-f,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/phase-f/compatibility-delta.md,task evidence/research,human and agent,docs/tasks/PORT-003/phase-f,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/phase-f/contracts.md,task evidence/research,human and agent,docs/tasks/PORT-003/phase-f,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/phase-f/evidence/source-provenance.md,task evidence/research,human and agent,docs/tasks/PORT-003/phase-f/evidence,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/phase-f/legacy-browser-assessment.md,task evidence/research,human and agent,docs/tasks/PORT-003/phase-f,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/platform-feasibility.md,task evidence/research,human and agent,docs/tasks/PORT-003,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/qualification-plan.md,task evidence/research,human and agent,docs/tasks/PORT-003,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/stock-backend-r1/README.md,task evidence/research,human and agent,docs/tasks/PORT-003/stock-backend-r1,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/stock-backend-r1/native-rows.txt,task evidence/research,human and agent,docs/tasks/PORT-003/stock-backend-r1,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/stock-backend-r2/README.md,task evidence/research,human and agent,docs/tasks/PORT-003/stock-backend-r2,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/stock-backend-r2/runtime/native-regression.txt,task evidence/research,human and agent,docs/tasks/PORT-003/stock-backend-r2/runtime,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/stock-backend-r2/runtime/runtime-tests.txt,task evidence/research,human and agent,docs/tasks/PORT-003/stock-backend-r2/runtime,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/stock-backend-r2/runtime/scanline-regression.txt,task evidence/research,human and agent,docs/tasks/PORT-003/stock-backend-r2/runtime,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/stock-backend-r2/scanline-tests.txt,task evidence/research,human and agent,docs/tasks/PORT-003/stock-backend-r2,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/stock-backend-r3/README.md,task evidence/research,human and agent,docs/tasks/PORT-003/stock-backend-r3,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/stock-backend-restoration.md,task evidence/research,human and agent,docs/tasks/PORT-003,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/video-throughput/LARGE-SURFACE.md,task evidence/research,human and agent,docs/tasks/PORT-003/video-throughput,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-003/video-throughput/README.md,task evidence/research,human and agent,docs/tasks/PORT-003/video-throughput,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-004.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/PORT-004/audio-framing/PLAN.md,task evidence/research,human and agent,docs/tasks/PORT-004/audio-framing,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-004/audio-framing/results/README.md,task evidence/research,human and agent,docs/tasks/PORT-004/audio-framing/results,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-005.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,partial,scoped status/contracts inspected; remaining body/evidence not exhaustively reviewed
agon-extender,docs/tasks/PORT-006.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/PORT-007.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/PORT-008.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/PORT-008/activation/README.md,task evidence/research,human and agent,docs/tasks/PORT-008/activation,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-008/bitmap-coverage/README.md,task evidence/research,human and agent,docs/tasks/PORT-008/bitmap-coverage,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-008/context-coverage/README.md,task evidence/research,human and agent,docs/tasks/PORT-008/context-coverage,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-008/copper-coverage/README.md,task evidence/research,human and agent,docs/tasks/PORT-008/copper-coverage,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-008/emos-hardware-diagnostic/README.md,task evidence/research,human and agent,docs/tasks/PORT-008/emos-hardware-diagnostic,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-008/font-coverage/README.md,task evidence/research,human and agent,docs/tasks/PORT-008/font-coverage,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-008/forward-r01/README.md,task evidence/research,human and agent,docs/tasks/PORT-008/forward-r01,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-008/forward-r01/evidence/README.md,task evidence/research,human and agent,docs/tasks/PORT-008/forward-r01/evidence,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-008/forward-r01/proposed-clock-discriminator.md,task evidence/research,human and agent,docs/tasks/PORT-008/forward-r01,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-008/palette-coverage/README.md,task evidence/research,human and agent,docs/tasks/PORT-008/palette-coverage,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-008/production-equivalence/README.md,task evidence/research,human and agent,docs/tasks/PORT-008/production-equivalence,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-008/production-equivalence/object-equivalence/README.md,task evidence/research,human and agent,docs/tasks/PORT-008/production-equivalence/object-equivalence,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-008/production-equivalence/p4-actual-step-provenance/README.md,task evidence/research,human and agent,docs/tasks/PORT-008/production-equivalence/p4-actual-step-provenance,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-008/production-equivalence/retained-parser/README.md,task evidence/research,human and agent,docs/tasks/PORT-008/production-equivalence/retained-parser,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-008/sprite-coverage/README.md,task evidence/research,human and agent,docs/tasks/PORT-008/sprite-coverage,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-008/uart-alignment/E07P-batch.md,task evidence/research,human and agent,docs/tasks/PORT-008/uart-alignment,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-008/uart-alignment/E07P-owner.md,task evidence/research,human and agent,docs/tasks/PORT-008/uart-alignment,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-008/uart-alignment/FINDINGS.md,task evidence/research,human and agent,docs/tasks/PORT-008/uart-alignment,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-008/uart-alignment/PLAN.md,task evidence/research,human and agent,docs/tasks/PORT-008/uart-alignment,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-008/uart-alignment/PROCEDURE.md,task evidence/research,human and agent,docs/tasks/PORT-008/uart-alignment,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-008/uart-alignment/RESEARCH.md,task evidence/research,human and agent,docs/tasks/PORT-008/uart-alignment,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-008/uart-alignment/WIRE-PROCEDURE.md,task evidence/research,human and agent,docs/tasks/PORT-008/uart-alignment,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-008/uart-alignment/results/graphics-comparison.md,task evidence/research,human and agent,docs/tasks/PORT-008/uart-alignment/results,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-009.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/PORT-010.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/PORT-011.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/PORT-012.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/PORT-013.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/PORT-014.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/PORT-015.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/PORT-016.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/PORT-017.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/PORT-017/BOOTSTRAP.md,task evidence/research,human and agent,docs/tasks/PORT-017,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-017/OPERATIONS.md,task evidence/research,human and agent,docs/tasks/PORT-017,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-017/PROGRESS.md,task evidence/research,human and agent,docs/tasks/PORT-017,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-017/PROTOCOL.md,task evidence/research,human and agent,docs/tasks/PORT-017,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-017/QUALIFICATION.md,task evidence/research,human and agent,docs/tasks/PORT-017,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-017/evidence/PORT-017-2026-09-13-01-21-04Z/README.md,task evidence/research,human and agent,docs/tasks/PORT-017/evidence/PORT-017-2026-09-13-01-21-04Z,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-017/evidence/delivery-2026-09-13/autoexec-before.txt,task evidence/research,human and agent,docs/tasks/PORT-017/evidence/delivery-2026-09-13,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/PORT-017/evidence/delivery-2026-09-13/autoexec.txt,task evidence/research,human and agent,docs/tasks/PORT-017/evidence/delivery-2026-09-13,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-001.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/QUAL-001/PROPOSAL.md,task evidence/research,human and agent,docs/tasks/QUAL-001,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-002.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/QUAL-002/p4-passive-r01/README.md,task evidence/research,human and agent,docs/tasks/QUAL-002/p4-passive-r01,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003.md,task,human and agent,docs/tasks,agon-extender,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-extender,docs/tasks/QUAL-003/DEBRIEF-PLAN.md,task evidence/research,human and agent,docs/tasks/QUAL-003,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/OVERNIGHT-DEBRIEF.md,task evidence/research,human and agent,docs/tasks/QUAL-003,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/README.md,task evidence/research,human and agent,docs/tasks/QUAL-003,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/benchmark-contract.md,task evidence/research,human and agent,docs/tasks/QUAL-003,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/OFFICIAL-RESEARCH.md,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01/README.md,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01/allocation-evidence.txt,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01/refresh.txt,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01cd/README.md,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01cd,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01cd/TABLES.md,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01cd,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01e/README.md,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01e,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01e/TABLES.md,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01e,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01f/A/FINDINGS.md,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01f/A,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01f/A/OWNERSHIP.md,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01f/A,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01f/A/README.md,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01f/A,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
